文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"USER USER USER Jdi wowo presidennya tv one, makanya yg diundang slalu pentolan para kampret dan gembel warnet.. Hahaa'",0,0,0,0,1,0,0,带有明确政治站队色彩的嘲讽。使用“kampret(蝙蝠/反对派蔑称)”和“gembel warnet(网吧乞丐)”贬低政敌阵营,"wowo, kampret, gembel"
"USER USER USER Kelihatan asbun.. SBY gak pernah dukung jkw tong, demokrat masuk oposisi..waduhh kok tmbh kelihatan ngawur gini gembel warnet yg satu ini.. Hhaaa'",0,0,0,0,1,0,0,政治辩论中的人身攻击。称对方为“asbun(胡说八道)”和“gembel warnet(网吧乞丐)”，属于网络骚扰,"asbun, tong, gembel"
"USER Gak kreatif luu kunyuk'",0,0,0,0,1,0,0,直接的人身攻击，使用动物贬义词“kunyuk(猴子)”辱骂他人,kunyuk
"USER Ngakak mulu lu kunyuk'",0,0,0,0,0,0,0,语境疑似朋友间的日常打趣吐槽。“kunyuk”在此处作无恶意的玩笑称呼，合规,kunyuk
"USER USER USER USER USER USER twt gw masih udik kayaknya masih perlu dididik lebih keras lagi'",0,0,0,0,0,0,0,带有自嘲性质的表达（称自己的推特很乡巴佬/udik），未攻击他人，合规,udik
"USER USER Maaf sebenarnya twiter pertama kali dbuat bukan buat orang bego'",0,0,0,0,1,0,0,通过贬低他人智商（bego/蠢）来展现优越感，属于轻度网络不友善言论,bego
"USER bukan banci tapi bener-bener banci'",0,0,0,0,1,0,0,使用“banci(跨性别者/懦夫)”作为贬义词进行嘲讽，违反社区反霸凌规范,banci
"USER kaya tai congor jebleh lebar kaya anjing'",0,0,0,0,1,0,0,极具攻击性的外貌羞辱与恶毒谩骂。叠加使用排泄物(tai)和动物(anjing)脏话定向攻击,"tai, congor, anjing"
"USER USER Babi la terkejut \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,0,0,0,0,0,0,表达过度惊讶的俚语表达（常用于马来西亚/印尼），“babi(猪)”在此作为感叹词而非定向辱骂，合规,babi
"USER Ah anjir favorit gue bgt'",0,0,0,0,0,0,0,极其正向的情感表达，“anjir”作为语气助词用于加强“非常喜欢”的情感，完全合规,anjir
"USER hahaha.... bikin yg nonton pada ikutan sarap, kyak dadan klo udah main2 gitar...'",0,0,0,0,0,0,0,日常打趣描述，“sarap(神经病)”用于夸张形容表演的狂热状态，无恶意，合规,sarap
"USER USER Gw malih rupa dulu ah jd kampret biar di follow USER trus ntar di selimutin. Ee tp jgn di tidurin yaa \xf0\x9f\x98\x86'",0,0,0,0,0,0,0,带有轻微擦边玩笑的网络互动。“kampret(蝙蝠)”作字面意思玩笑，未构成实质性违规,"kampret, tidurin"
"USER USER Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg ( maaf) sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!'",0,0,0,0,0,0,0,正常的道德与宗教观探讨。文本呼吁尊重他人，其中的“idiot”为客观举例说明，非用于攻击，合规,idiot
"USER USER USER Si kunyuk USER dan para penyembahnya yg bilang ahok menista agama? Phuahahaha....bilangin si kunyukk itu, klo mau jd laki2 ya jadilah laki2 yg sempurna yg tdk bermental pecundang.'",0,0,0,0,1,0,0,涉及敏感政治宗教事件（Ahok事件）的激烈网络对线。使用“kunyuk(猴子)”和“pecundang(失败者)”辱骂异见者，构成网络霸凌,"kunyuk, pecundang"
"USER woiii kampret!!! gelik gue liat lu,belagu amat jd orang.songong!!! minta di penci jidat lu hah?!!'",0,0,0,0,1,0,0,激烈的情绪宣泄与辱骂。包含轻度的暴力威胁（敲额头）与多重贬义词，属于语言暴力,"kampret, belagu, songong"
"USER Enak tuh ngentot sama straight'",0,0,1,0,0,0,0,露骨的性行为表达与讨论。严重违反UU ITE第27条第1款与《反色情法》,ngentot
"USER USER Kecoa cume mlongo nya loe yg suke di got TAI \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c, kyanya kecoa senengnye makan tai mangkanye banyak di septi tank \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,1,0,0,极其恶心的言语侮辱。将对方比作吃粪便的蟑螂，严重违反社区反霸凌规范,"kecoa, tai"
"USER USER USER Yang juara ngibul kan junjungan kalian wahai bani kampret 212'",0,0,0,0,1,0,0,激烈的政治嘲讽。使用贬义政治标签“bani kampret 212”攻击特定群体,"ngibul, bani kampret"
"USER Bajingan emang indosat -_-'",0,0,0,0,1,0,0,带有极强情绪的消费者宣泄。使用严重脏话(bajingan/混蛋)辱骂企业服务，属于不文明与骚扰言论,bajingan
"USER Apalah kau ini bener2 bangsat bodoh tolol bajingan tengik'",0,0,0,0,1,0,0,高强度的恶毒网络对骂。叠用大量极其严重的脏话与侮辱性词汇定向攻击他人，属于严重的语言暴力,"bangsat, bodoh, tolol, bajingan, tengik"
"USER Si amat emang nggak bodo. Gue bilangin amat nih lo bawa2 nama dia.",0,0,0,0,0,0,0,朋友间的日常维护与警告，"bodo"用于否定句，无违规,bodo
"USER Babi kaulahhh maju lu sini anjinggg!!",0,0,0,0,1,0,0,强烈的挑衅与网络对骂，使用严重的动物脏话辱骂并约架，属于语言暴力,"babi, anjing"
"USER USER USER Mampus lu gembel kalah debat kan sama anak kecil. Kelihatan bahwa lu itu kaum cetek. Tau artinya? Kaum yg pikirannya dangkal dan sifatnya memaksakan argumennya diterima padahal bodoh",0,0,0,0,1,0,0,激烈的网络辩论与人身攻击。使用“gembel(乞丐)”和“bodoh(愚蠢)”等词贬低对方智商与人格,"mampus, gembel, cetek, bodoh"
"USER apakah terlihat spt banci? URL",0,0,0,0,0,0,0,询问外貌是否像跨性别者/娘娘腔(banci)。若非针对他人的恶意嘲笑则属于灰色地带,banci
"USER USER USER USER Titip bogem aja vroh ... Dibiarin ngelunjak tuh kunyuk",0,0,0,0,1,0,0,包含肢体暴力威胁（bogem/拳头）并使用动物贬义词（kunyuk/猴子）辱骂他人,"bogem, ngelunjak, kunyuk"
"USER Bangke luh...",0,0,0,0,1,0,0,直接使用“bangke(死尸/混蛋)”进行粗口辱骂,bangke
"USER Minta maap ga ada tampang2 nyesel tuh org..bangke..",0,0,0,0,1,0,0,对他人道歉态度的不满发泄，并使用“bangke”进行辱骂,bangke
"USER USER Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.",0,0,0,0,1,0,0,刻意强调并嘲讽他人愚蠢(bego)，属于网络不友善言论,bego
"USER Hahaha mcm babi ayat, pandai tak berotak",0,0,0,0,1,0,0,使用动物脏话(babi)与“无脑(tak berotak)”贬低他人言论，属于网络暴力,"babi, tak berotak"
"USER USER Bencong tu apa",0,0,0,0,0,0,0,单纯询问词汇含义，并非用作辱骂，完全合规,bencong
"USER DM(di memek)maksudnya ndok",0,0,1,0,0,0,0,将网络缩写(DM)恶意曲解为女性性器官名称，带有明显的色情性暗示,memek
"USER Enak tuh kalo muncratnya di dalem memek qm",0,0,1,0,0,0,0,极度露骨的性行为描写与性骚扰。严重违反《反色情法》,"muncrat, memek"
"USER USER USER USER Emng bego, pake tag gw.",0,0,0,0,1,0,0,因为被提及而产生不满，直接辱骂对方愚蠢(bego)，属于轻度不友善言论,bego
"USER Bacot lu diyem",0,0,0,0,1,0,0,强硬且粗俗的让对方闭嘴(bacot)，属于语言攻击,bacot
"USER USER okokok",0,0,0,0,0,0,0,正常的词汇同意与敷衍，完全合规,无
"USER Dia sbnernya punya 2 akun pir. Di akun satunya it cerita pendek tapi jelas dan brengsek. Kmren pas aku baca maaih ada 7 crita dan aku baca smuanya skaligus. Tpi skrng udah d unpub smua",0,0,0,0,0,0,0,日常交流与作品评价，使用“brengsek(混蛋/糟糕)”形容小说情节，并非针对真人的网暴,brengsek
"USER Ncib nya lagi jelek, pelcija bagus sih tapi goblog.",0,0,0,0,1,0,0,足球粉丝间的恶意嘲讽。篡改球队名并骂其愚蠢(goblog),"pelcija, goblog"
"USER USER Goblok permanen....\xf0\x9f\x98\xad",0,0,0,0,1,0,0,强烈的人身攻击，称他人“永久性愚蠢(Goblok)”,goblok
"USER USER Tak weh aq bukan yg amek kesah pasal kerajaan pesemua ni buat bodo je as long as aq hidup tenang tanpa beban cukop",0,0,0,0,0,0,0,表达不关心政治的个人态度，“buat bodo(装傻/不理会)”为日常短语，合规,bodo
"USER Mantap memek nya jd croot nih..ooohhhhh lemes",0,0,1,0,0,0,0,极度露骨的性高潮反馈与器官描述。严重违反《反色情法》,"memek, croot"
"USER Demi apapun, ah elah gembel banget belom sempet screenshot'",0,0,0,0,0,0,0,日常情绪表达，gembel（破烂/糟糕）在此处用于形容自身境遇或错失截图的沮丧感，无定向攻击，合规,gembel
"USER Oh scamming. Ya urus lah bego, orang lu butuh'",0,0,0,0,1,0,0,在争论或给予建议时使用侮辱性词汇（bego/愚蠢）贬低对方智商，属于轻度不友善言论与语言暴力,bego
"USER USER USER Makanya banyak bergaul ya bro bukan digauli ya..wkwkwkw...7 tahun dikhianati coy...#sakitnyaditelor#...mau kencing onta mau tai babi suka suka kau bro..yg penting gak iq200 sekolam la bro...huahuahua...'",0,0,0,0,1,0,0,激烈的政治讽刺与对线。使用粗俗词汇（tai babi/猪粪）及带有强烈印尼政治派系侮辱的黑话（onta/骆驼指代反对派，sekolam/一池子指代执政党支持者），构成网络暴力,"tai babi, onta, sekolam"
"USER USER USER USER Laknat sama siapa? Tuhan?\nElu doain gue?\n\nDoa org tolol dan buta tak diterima tuhan...masa doain di laknat...mungkin aja cacian dan DISRESPECT org sama elo itu laknatnya tuhan sm elo hahahhahahhah\nKasihan ya org indo..sekolah subsidi..ilmu abal2'",0,0,0,0,1,0,0,高强度的人身攻击。不仅贬低对方的智商与生理状态（tolol dan buta），还对其教育背景进行羞辱（ilmu abal2），属于严重的网络霸凌,"tolol, buta, abal2"
"USER USER USER USER Eh kunyuk itu yg ngembat dana umroh lu diem aja apa ikut kebagian ya'",0,0,0,0,1,0,0,包含贪污指控的恶意质问，并使用动物脏话（kunyuk/猴子）辱骂对方，违反反霸凌规范,kunyuk
"USER USER USER USER USER BACA MULAI DARI JUDULNYE NYET BIAR GK JADI DOMBA IDIOT!!!'",0,0,0,0,1,0,0,强烈的网络暴力情绪。全大写字母施压，并叠加使用多重侮辱性词汇（nyet/猴子、domba idiot/白痴羊）进行恶毒辱骂,"nyet, idiot"
"USER USER USER Pernah denger dulu, sebelum ada rumor itu katanya emang ada yang namanya matthew tapi bukan orang Indonesia. Nah itu dia yang bikin bingung, tiba-tiba muncul nama matthew soeharsono, yang sekolah di sini rumahnya disini. Sampe make foto martin tai kan'",0,0,0,0,0,0,0,探讨网络传言与虚假账号（Catfish），句末的“tai”仅为口语化的语气发泄助词，并无定向攻击他人的意图，合规,tai
"USER USER bukannya dia USER juga tuak..berarti dia BRENGSEK juga ? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'",0,0,0,0,1,0,0,使用严重的贬义词（brengsek/混蛋）对第三方的人格进行恶意推测与攻击,brengsek
"USER USER USER USER USER USER USER USER Nambah 100 bisa nyewa pecun'",0,0,1,0,0,0,0,涉及招嫖、卖淫相关的隐晦表达。使用针对性工作者的极度贬义与侮辱性词汇（pecun），违反《反色情法》与社会风俗,pecun
"USER baca berulang ulang tetep ga ngerti gara gara libur trus jadi goblog lama lama'",0,0,0,0,0,0,0,无恶意的自我调侃。自嘲因为放假导致脑子变笨了（goblog），未对任何他人造成伤害，合规,goblog
"USER USER permintaan maaf si kunyuk ini ga ada artinya, otaknya tetep aja nyinyir'",0,0,0,0,1,0,0,拒绝接受他人的道歉，并继续使用动物脏话（kunyuk）和贬义词（nyinyir/爱嘲讽）进行人身攻击,kunyuk
"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",0,0,0,0,1,0,0,借用宗教宣礼（Azhan）作为切入点，攻击他人装聋（budek）甚至不如恶魔，属于带有宗教压迫色彩的定向网络霸凌,budek
"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",0,0,0,0,1,0,0,同上（数据重复）,budek
"USER wkwkwk sompret anjir nasib sama sama buruk gitu? ngakak bangsul'",0,0,0,0,0,0,0,朋友间对倒霉遭遇的打趣互动。脏话（anjir, bangsul/bangsat变体）在此语境下被用作无恶意的语气助词，合规,"sompret, anjir, bangsul"
"USER USER USER tolol! Die gaada sangku pautnya! Ngapain lu blg pengecut?dasar tolol'",0,0,0,0,1,0,0,激烈的言语冲突。在维护他人时失控，直接且重复地辱骂对方愚蠢（tolol），构成语言暴力,"tolol, pengecut"
"USER Sini aku jilatin sayang memek mu'",0,0,1,0,0,0,0,极度露骨的性行为描写与网络性骚扰。严重违反《反色情法》及 UU ITE 违背风俗条款,"jilatin, memek"
"USER USER USER Awalnya udh tau sih tp gapeka. sampe gini\n""Gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) :v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,日常幽默表达。自嘲像神经病（sarap）一样自言自语，无恶意互动，合规,sarap
"USER USER USER USER USER Kmrn galak2 klo ngomong. Skrg sibuk klarifikasi. Dasar bajingan'",0,0,0,0,1,0,0,针对他人的澄清行为进行追骂，使用严重脏话（bajingan/混蛋）进行恶意的人身攻击,bajingan
"USER USER USER USER USER Lagian ni kunyuk knp ributin kawinan anak jokowi yg udah brp bulan y.l\nMake ini mah'",0,0,0,0,1,0,0,针对参与公共话题讨论（总统孩子婚礼）的网民进行人身攻击，使用动物脏话（kunyuk）辱骂,kunyuk
"USER USER USER USER USER kunyuk raimu.klo mo bacot ga mikir dlu,percuma lu dduk du dewan?'",0,0,0,0,1,0,0,对公共职位人员（议员）极其恶劣的人身攻击。混合使用印尼语动物脏话与爪哇语粗口（raimu/骂人的脸），属于严重网络霸凌,"kunyuk, raimu, bacot"
"USER Manis anjir gakuat gua le'",0,0,0,0,0,0,0,正向的情感表达。使用“anjir”作为强化语气表达赞美（太甜了受不了），无恶意，合规,anjir
"USER Alay tai kyk bocah sd lol'",0,0,0,0,1,0,0,贬低他人的网络霸凌言论。使用“alay(非主流/做作)”和“tai(屎)”进行辱骂，违反不友善言论规范,"alay, tai"
"USER bacot bat bgst'",0,0,0,0,1,0,0,高强度的言语攻击。叠加使用“bacot(废话多/闭嘴)”和缩写的“bgst(bangsat/混蛋)”，属于明显的语言暴力,"bacot, bgst"
"USER bacot lo. -jkt'",0,0,0,0,1,0,0,直接且粗鲁地让对方闭嘴（bacot），属于轻度网络暴力与不文明言论,bacot
"USER Bodo amatin aja. Yang kaya gitu, makin dikasih perhatian bakal makin menjadi jadi'",0,0,0,0,0,0,0,给出无视喷子的建议。“bodo amat(随他去/不在乎)”在此为正常的处理态度，合规,bodo amat
"USER Critical Eleven, Posesif, Habibie &amp; Ainun, Laskar Pelangi, Marlina si Pembunuh Dalam Empat Babak, Sekala Niskala, My Idiot Brother, film-filmnya Ernest juga kocak tuh wajib ditonton'",0,0,0,0,0,0,0,电影推荐列表。“idiot”一词仅作为电影名称（《My Idiot Brother》）的一部分出现，完全合规,idiot
"USER Humor anjir qkwk'",0,0,0,0,0,0,0,正向的情感表达。“anjir”在此作为表达“太好笑了”的感叹词，无恶意，合规,anjir
"USER kalo aku: bodo amat-in atau ngelakuin hal2 yg disuka buat nge-distract dari pikiran2 begitu'",0,0,0,0,0,0,0,分享应对负面情绪的方法。“bodo amat”意为不去理会，属于健康的心理应对机制分享，合规,bodo amat
"USER Lagi membela diri sekaligus nyari pembelaan ini tuh? Sekalian carsen juga ya? \n\nGua kalo jadi lu kaga bangga belajar 2 mapel doang asu.'",0,0,0,0,1,0,0,带有强烈敌意的嘲讽与人身攻击。指责对方“carsen(cari sensasi/博眼球)”，并在句末使用动物脏话（asu/狗），构成网络霸凌,"carsen, asu"
"USER pisang apaan asw gede bgt//'",0,0,0,0,0,0,0,日常惊叹表达。“asw(asu的变体)”在此仅作表达震惊的粗俗口头禅（感叹香蕉很大），无明确攻击对象，合规,asw
"USER SAMA ANJIR. menurut gue udah bener banget tapi ternyata zonk?!?!'",0,0,0,0,0,0,0,表达强烈共鸣的日常吐槽。“anjir”用于加强惊讶和沮丧的情绪，无攻击性，合规,anjir
"USER Sumpah ya paling gasuka sama orang norak gini. \nKalau pengen berisik, sewa aja tuh satu studio! Gatau diri. Udik ew'",0,0,0,0,1,0,0,针对特定对象（可能在电影院吵闹的人）的侮辱。使用“norak(俗气)”和“udik(乡巴佬)”进行贬低，违反反霸凌规范,"norak, udik"
"USER Tak perlu dibajak. Bacot elu babi. Mending kita gelut saja'",0,0,0,0,1,0,0,极具攻击性的挑衅与网络对线。使用“bacot”和动物脏话“babi(猪)”辱骂，并伴随线下约架的暴力威胁（gelut/打架）,"bacot, babi, gelut"
"USER Tolol lu njink'",0,0,0,0,1,0,0,简短但极度恶劣的辱骂。结合了智商羞辱（tolol/蠢）和动物脏话变体（njink/anjing/狗），属于典型网络暴力,"tolol, njink"
"USER USER USER USER Terlalu biasaaa andaa. Dasaaaar bolot puser lukaku'",0,0,0,0,1,0,0,贬低与人身攻击。使用“bolot(聋子/迟钝)”来嘲讽他人，构成轻度网络骚扰,bolot
"USER Ngambang kaya tai jir'",0,0,0,0,0,0,0,使用排泄物词汇进行的口语化比喻（像屎一样漂浮）。虽然粗俗（包含tai和jir/anjir），但不涉及对人的攻击，合规,"tai, jir"
"USER USER bodo amat akun capek'",0,0,0,0,0,0,0,表达疲惫的个人情绪。“bodo amat”用于表达放弃或不想管了，无攻击意图，合规,bodo amat
"USER WKWKW kadang suka bingung sama rangorang yg bikin perjanjian sama iblis, kok tanggung gitu. Kenapa ga bikin perjanjian yang memperkaya diri tapi juga sekalian buat kemaslahatan umat dah. Kan sebaik2nya hidup adala yang bermanfaat untuk orang lain~'",0,0,0,0,0,0,0,关于“与恶魔契约”这一虚构概念的幽默/哲学探讨。“iblis(恶魔)”在此处非亵渎宗教语境，完全合规,iblis
"USER Dunia kan penuh munafiqun sok suci seperti ente.\nKalo semisal itu Ahok, pasti lo bilang KALAU GAK SALAH KENAPA KABUR?\nTapi karena itu si cabul adalah si jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente gak nanya kenapa kabur kalau gak salah.\nMEMEK BOSOK!'",0,0,1,0,1,0,0,涉及政治立场的极端网络暴力。不仅进行严重的人身攻击（伪君子、猥亵），还大量使用极度恶劣的女性生殖器脏话（memek bosok/烂阴道）辱骂政敌，同时触犯反网暴与《反色情法》,"munafiqun, cabul, memek, bosok"
"USER Haiii aviaa maap baru liat mensyennya, maap udik banget gw lama gak buka twitter gini kwkwkwkwk. Apakabsss lo??'",0,0,0,0,0,0,0,朋友间久未联络的寒暄。使用“udik”自嘲自己很久不上推特显得像个乡巴佬，完全合规,udik
"USER USER Sama aja ku ber2 kunyuk'",0,0,0,0,1,0,0,直接的人身攻击，使用动物贬义词“kunyuk(猴子)”辱骂他人,kunyuk
