text,category,misogyny,target
@yumnafawaz @joemaalouftv ما رايحه تكمل فرحتك ابقي تذكريني بعد بكرا,none,none,none
@REA361291 @DimaSadek وحدة وطنحية(عاملة حالها بتحب الوطن) وزوجها تخلى عن الجنسية اللبنانية. تفه على شرفك وشرفه.,discredit,misogyny,active
@DimaSadek لبنان مش سوريا يا غبية,discredit,misogyny,active
@DimaSadek موتي بغيظك يامتصهينة �,damning,misogyny,active
@yumnafawaz @rabiazayyat هلق توصيفك لهالورقة نابع عن عصارة فهمك ؟ بس لنعرف عمق تفكير البعض ��‍♂️�,none,none,none
@DimaSadek @LBCI_NEWS @JeanFeghali المجد والسلام للبنان شعباً وجيشاً ����,none,none,none
@DimaSadek ههههههه لماذا البكاء ياثوريه يام الاخلاق �,none,none,none
@DimaSadek @AhmadBallout15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,threat of violence,misogyny,active
@medhat_gh1 @DimaSadek كل صادق علية الوقوف مع ديماصادق الله يحميهامن سرورهم,none,none,none
@DimaSadek #الرئيس_القادم_جبران_باسيل غصبن عنك يا شرشوحة,discredit,misogyny,active
@berrynawal بتمسحي جوخ منيح ...,none,none,none
@yumnafawaz اصمتي يا ام نص لسان,stereotyping & objectification,misogyny,active
@DimaSadek الله يلعن شرفك وشرف لي علمك . انت وحدي عم تلعبي بي دمك من شان المصاري عم يدفعولك مش شبعاني بعدك . حزب ال… https://t.co/YlE5ONeDMQ,damning,misogyny,active
@yumnafawaz هو لو في بلد وقضاء كان لازم انتي واذاعتك على المحكمة بتهم تحريض واثارة الفتنة في لبنان,none,none,none
@YazbekWehbe @DimaSadek خرا عليك وعلى @DimaSadek,discredit,misogyny,active
@DimaSadek عزيزتي ديما! صرت أعشقك ❤,none,none,none
@DimaSadek انتي بالذات كلي خرا,discredit,misogyny,active
#كلنا_ديما_صادق لأن #نصرالله_واحد_منهن ���بس هيك @DimaSadek,none,none,none
@HadiiiHammoud @DimaSadek الكلمة المناسبة في المكان المناسب,none,none,none
@kwack_b @DimaSadek العمى شو جاهلة,discredit,misogyny,active
@DimaSadek تيتا ديما يا هلا انتي المثال الأعلى عن اللبنانية يلي بيحكوا بدون ما يفهموا شو عم يحكوا,none,none,none
"نانسي السبع صارت القصة عندا كمين ومحاور و حفرة مدري مين وقع فيها
بعد كلمة السيد أكيد الاعلام المأجور بدو يحرض اللهم… https://t.co/WWhdEJVzDD",none,none,none
@saraahmad19850 @hadi81mansour @DimaSadek #الدواعش_ينبحون,none,none,none
@yumnafawaz في مثل هذه الحالات يبرز مواقف انسانية تدل على ضعف الانسان ومدى تأخره عن فهم الحقيقة التي لم تزل بعيدة عن ادراك العقل البشري .,none,none,none
@berrynawal @CharbelGhsoub وين الاثبات يا نوال,none,none,none
@DimaSadek الله يلعنك صهيونيه,damning,misogyny,active
@DimaSadek السيد حسن نصر الله صرمايتو أشرف منك و منون يا ديما صادق,dominance,misogyny,active
@berrynawal نوال حكيلنا مع إبن عمك بركي بحللنا  مجلس النواب وخلي يعطيهم اجازات طويلة,none,none,none
"@DimaSadek نرجع لبلدنا... حبيبتي ما هوي البلد إلنا
لبقدم ولادو شهدا فدا البلد ان كان ضد محاربة داعش او اسرائيل شو ب… https://t.co/l97fiC19nD",none,none,none
@DimaSadek الحاقد اعمى وانت حاقدة ع هبل�,discredit,misogyny,active
@DimaSadek مش قاهرك الا العونيه انت �� شو وقحه لو  بتعيرينا سكوتك  بليز شو بكون افضل �,discredit,misogyny,active
@DimaSadek نضبي يا فتانة نضبي يا #ديما_الواطية,discredit,misogyny,active
@berrynawal من الصحفيات العبقريات !!!!,none,none,none
"لو فعلا تغيرت عقلية الحكومة بالادارة كان اول شي عملوه هو اقالة كافة ما يطلق عليهم لقب ""وزير دولة"" @walidjoumblatt… https://t.co/myhwYhOsWU",none,none,none
@DimaSadek الطرقات بدها تفتح غص من عن لي خلفك يا بنت الجزمة,discredit,misogyny,active
@DimaSadek ولا تهتمي ديما. صرمايتك برأسهم,none,none,none
@yumnafawaz شو فقيرة وقلبك على الغلابة.,none,none,none
@Jessicaazar انت كيف بتحترمي حالك و بترددي هيك جماة معيبة بحق المرأة اولا ووالدة وزير تانيا... ان هيدي ام!!!! اذا عندك ام,none,none,none
@DimaSadek خلص خرسي,discredit,misogyny,active
@aya_atat_ @DimaSadek السيد تحت رجلي,none,none,none
@DimaSadek وحده بلا أخلاق حقق سرماية,discredit,misogyny,active
@Nisso_andro @DimaSadek خسارة بنت كلب,discredit,misogyny,active
@yumnafawaz عنجد صايرة تافهة و انفضحت عالتقيل كيف منحازة,discredit,misogyny,active
@DimaSadek مسكينة يا ديما تمسحتي شي بينفخ فيكي وشي بيبزق عليكي طز فيكي على هالاخرة,discredit,misogyny,active
@DimaSadek من أراد أن يعرف أخلاق  الحزب (الذي نسب نفسه الى الله) فليقرأ للمعلقين من أتباعه,none,none,none
@Jessicaazar اشتقنالك جيسيكا مش عم نشوفك كتير ❤,none,none,none
@nisrineangela @NicoleHajal هيدي جاهلة اصلا قراية ما بتعرف تقرا .. وشحتوا من قناة الحرة,discredit,misogyny,active
@AristoRita @DimaSadek اشتاقت للبهدلة,derailing,misogyny,active
@DimaSadek اخت ديما ذكري السيد أبو رميا عن الجمع بين الوزارة والنيابة هيدا الوعد مثل عن كل اقوالهم صح,none,none,none
@DimaSadek عادي لانك حرة ولأنهم عبيد..,none,none,none
"@berrynawal ست نوال انت أيقونة الثورة  وأعظم الاعلاميين
كلام من ذهب",none,none,none
@najd25449377 @DimaSadek @LBCI_NEWS لو الهبل بوجع لصرخت انت الى ما لا نهاية,discredit,misogyny,active
@DimaSadek يا بهيمة شو الخلل اللي صار او المهم بدك تنهقي يقطع عمرك مين بين هالاعلاميين شو منحطة,discredit,misogyny,active
@DimaSadek تافهة وراح تضلك تافهة,discredit,misogyny,active
"RT @abedgsayed: @Jessicaazar نحنا على الأرض بطرابلس، نحنا الجيل الجديد و الشباب، مطلبنا الأساسي..

""انِّك ما تحكي بإسمنا لأنك ما بتمثلينا""",none,none,none
@AAroma123 @DimaSadek طولي بالك تعصبيش عالصبح,none,none,none
@DimaSadek إسمو سماحة السيد حسن نصرالله يا #ديما_الوطية,discredit,misogyny,active
@DimaSadek شو رخيصة يا ديما,discredit,misogyny,active
@DimaSadek بس ما شفناك تحت يا بنت الثورة,none,none,none
@DanielKaraki @DimaSadek سدي بوزك يا بنت الكلب يا واطية يا كركوبة يا كرخمي يا زقاقية، الله يلعن الي جابتك ريتا جابت كلبة جعارية ولا جابتك,discredit,misogyny,active
@yumnafawaz فشرتي ياعميله ياام نص لسان,discredit,misogyny,active
@DimaSadek @LBCI_NEWS مدام ديما بدي أسئلك اذا حدى عم يناصر قاتل هل هذا رأي ولا شو ، انا عم بسئل بشكل عام ولا بعرف ع… https://t.co/8tRCXZLp0C,none,none,none
"@DimaSadek ، طرابلس عروس الثورة وعروس لبنان ، 
وإنت يا عروس نوّرتِ طرابلس يا بطلة لبنان.",none,none,none
@DimaSadek يا حمارة يا سطله ما بتفهمي عربي ، سماحة الأمين العام تاج رأسك قال لن يسقط العهد ، جايبي العار لبلدتك الخيام ، تفه يا شاضومه,discredit,misogyny,active
@berrynawal اي شكلك حابة تاكلي شي عصاية من شباب الخندق يلا ع طريق جاينك ����,threat of violence,misogyny,active
@DimaSadek ما حدا غيركن عم بيعلم الشعب على قلة الاخلاق,none,none,none
@hassanmel1995 @DimaSadek ناقصنا امت يا مشاية تحكي هون هيدا الناقص,dominance,misogyny,active
@DimaSadek شو خص الضاحية يا وسخة,discredit,misogyny,active
@DimaSadek يوم الخميس الماضي غادرت ديما منزلها الزوجي الكائن في بيروت لتركب موتسيلات وتهرج على الشاشات وتتسكع في الطرقات,none,none,none
@DimaSadek انت راسك بدو تكسبر يا محرضة انت خرسي وخليكي بقرفك ببيروت ديما صادق اوسخ عالم,threat of violence,misogyny,active
@berrynawal أصيلة و بنت أصل يا @berrynawal  و فعلاً أثبتي أنكِ وفية للبنان الله يحميكي و يحمي شيخ @saadhariri,none,none,none
@yumnafawaz ست يمنى ، إذا الكلام المسيء له تبعاته القانونية بهالأيام كتار لازم يتحاسبوا وخصوصا من هم في الساحات.,none,none,none
"RT @al_prince313: نانسي السبع 
طلعت اوسخ من بقية المذيعين ع شباب الحزب

مدري مقهوره او مفزوره 
المهم عم تنط سم كانت مستنفره �� https://t.co…",discredit,misogyny,active
"@DimaSadek خليكي حرضي 
واطية 
يا واطية",discredit,misogyny,active
@FouhoudLebanon @NicoleHajal @amanie_geha جيبي موافقة من بكركي والمفتي وانا بمشي معك,none,none,none
"@hozefa8143 @abdulbasit2019 @DimaSadek إذا فهمت هذا من كلامي
فهذا عقلك
وأنت حر به .",none,none,none
"@DimaSadek Dima
الله يقويكي ولا تتاثري لو قدر ذرة هذه أنفس مريضة وعلاجها صعب",none,none,none
@newjabha1 @DimaSadek معروف اديش حقك خلص خرسي بقا,discredit,misogyny,active
@yumnafawaz أو تكوني مأجورة ومدفعلك..,none,none,none
"@DimaSadek
كلنا معك
#لبنان_ينتفص
#نصر_الله_واحد_منهن
#كلنا_ديما_صادق",none,none,none
"@JosephHusseini @berrynawal الله يحمي ال MTV وكل المراسلين و خصوصاً  @berrynawal والمصور خليل عقيقي
وباقي المراسلين… https://t.co/94PhDe7IsL",none,none,none
@DimaSadek يقبرك انشالله,damning,misogyny,active
@yumnafawaz براڤو و كلنا رح ننزل معكن ما حدا يبقى بالبيت,none,none,none
@DimaSadek شيوعية حاقدة,discredit,misogyny,active
"@DimaSadek #بينوكيو_الثورة
#ديما_الكذابة",discredit,misogyny,active
"@DimaSadek فتحي عيونك منيح
اتطلعي بالشوارع وبقلوب الناس بتعرفي وين صار العلم",none,none,none
